,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
1,2020-03-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
2,2020-02-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
3,2020-01-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
4,2019-12-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
5,2019-11-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
6,2019-10-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
7,2019-09-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
8,2019-08-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
9,2019-07-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
10,2019-06-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
11,2019-05-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
12,2019-04-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
13,2019-03-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
14,2019-02-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
15,2019-01-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
16,2018-12-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
17,2018-11-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
18,2018-10-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
19,2018-09-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
20,2018-08-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
21,2018-07-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
22,2018-06-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
23,2018-05-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
24,2018-04-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
25,2018-03-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
26,2018-02-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
27,2018-01-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
28,2017-12-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
29,2017-11-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
30,2017-10-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
31,2017-09-01,,SI,123,13932,0,D SAND,,,,,,,,,,,,,,,,,,
